desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel,noticeComment
450650202202885,http://www.animal.go.kr/files/shelter/2022/07/202208020908736_s.jpg,8/1/2022,제주시 조천읍 조함해안로 273-37,[개] 믹스견,검갈,2019(년생),15.9(Kg),제주-제주-2022-02810,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908736.jpg,보호중,M,N,개체관리번호 2475 - 심장사상충/왼쪽눈상처/경계심,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065,
450650202202884,http://www.animal.go.kr/files/shelter/2022/07/20220802090885_s.jpg,8/1/2022,제주시 구좌읍 김녕로 147,[개] 믹스견,흰색,2020(년생),20(Kg),제주-제주-2022-02809,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/20220802090885.jpg,보호중,M,N,개체관리번호 2474 - 심장사상충/빨파목줄/경계심,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065,
450650202202883,http://www.animal.go.kr/files/shelter/2022/07/202208020908902_s.jpg,8/1/2022,제주시 화북일동 화북주공마트,[개] 믹스견,갈색,2022(년생),5.9(Kg),제주-제주-2022-02808,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908902.jpg,보호중,F,N,개체관리번호 2473 - 5개월/주황방울목줄,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065,
450650202202882,http://www.animal.go.kr/files/shelter/2022/07/202208020908502_s.jpg,8/1/2022,제주시 구좌읍 덕평로 525,[개] 믹스견,흰색,2022(년생),4.1(Kg),제주-제주-2022-02807,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908502.jpg,보호중,M,N,개체관리번호 2472 - 5개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065,
450650202202881,http://www.animal.go.kr/files/shelter/2022/07/202208020908188_s.jpg,8/1/2022,제주시 구좌읍 덕평로 525,[개] 믹스견,갈색,2020(년생),13.8(Kg),제주-제주-2022-02806,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908188.jpg,보호중,M,N,개체관리번호 2471 - 경계심,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065,
450650202202880,http://www.animal.go.kr/files/shelter/2022/07/202208020908503_s.jpg,8/1/2022,제주시 애월읍 소길 2길 7,[개] 믹스견,검갈,2022(년생),3.4(Kg),제주-제주-2022-02805,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908503.jpg,보호중,F,N,개체관리번호 2470 - 2개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065,
450650202202879,http://www.animal.go.kr/files/shelter/2022/07/202208020908908_s.jpg,8/1/2022,제주시 애월읍 장전리 742,[개] 믹스견,검갈,2022(년생),3.4(Kg),제주-제주-2022-02804,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908908.jpg,보호중,F,N,개체관리번호 2469 - 2개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065,
450650202202878,http://www.animal.go.kr/files/shelter/2022/07/202208020908132_s.jpg,8/1/2022,제주시 애월읍 장전리 742,[개] 믹스견,검갈,2022(년생),3.5(Kg),제주-제주-2022-02803,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908132.jpg,보호중,F,N,개체관리번호 2468 - 2개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065,
450650202202877,http://www.animal.go.kr/files/shelter/2022/07/202208020908797_s.jpg,8/1/2022,서귀포시 표선면 표선 119 센터,[개] 믹스견,흰색,2022(년생),15.5(Kg),제주-제주-2022-02802,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908797.jpg,보호중,F,N,개체관리번호 2467 - 10개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065,
450650202202876,http://www.animal.go.kr/files/shelter/2022/07/202208020908384_s.jpg,8/1/2022,서귀포시 표선면 표선 사이프러스,[개] 믹스견,검갈,2020(년생),16.6(Kg),제주-제주-2022-02801,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908384.jpg,보호중,F,U,개체관리번호 2466,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065,
450650202202874,http://www.animal.go.kr/files/shelter/2022/07/202208020908648_s.jpg,8/1/2022,서귀포시 안덕면 화순서서로 64번길 67-20,[개] 믹스견,흰갈,2022(년생),11.4(Kg),제주-제주-2022-02800,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908648.jpg,보호중,F,N,개체관리번호 2464 - 8개월/경계심,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065,
450650202202873,http://www.animal.go.kr/files/shelter/2022/07/202208020908848_s.jpg,8/1/2022,서귀포시 남원읍 태흥리 1396-3,[개] 믹스견,흰색,2022(년생),14.7(Kg),제주-제주-2022-02799,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908848.jpg,보호중,M,N,개체관리번호 2463 - 오른쪽눈위상처/경계심,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065,
450650202202872,http://www.animal.go.kr/files/shelter/2022/07/202208020908178_s.jpg,8/1/2022,서귀포시 하원동 628,[개] 믹스견,흰색,2021(년생),13.3(Kg),제주-제주-2022-02798,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908178.jpg,보호중,F,U,개체관리번호 2462 - 경계심,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065,
450650202202871,http://www.animal.go.kr/files/shelter/2022/07/202208020908820_s.jpg,8/1/2022,서귀포시 강정동 중산간서로 30 뉴월드골프연습장,[개] 믹스견,검정,2022(년생),2.5(Kg),제주-제주-2022-02797,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908820.jpg,종료(입양),M,N,개체관리번호 2461 - 1개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065,
450650202202870,http://www.animal.go.kr/files/shelter/2022/07/202208020908416_s.jpg,8/1/2022,서귀포시 강정동 중산간서로 30 뉴월드골프연습장,[개] 믹스견,갈색,2022(년생),2.6(Kg),제주-제주-2022-02796,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908416.jpg,보호중,F,N,개체관리번호 2460 - 1개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065,
450650202202869,http://www.animal.go.kr/files/shelter/2022/07/202208020908969_s.jpg,8/1/2022,서귀포시 서홍동 홍중로 119-2 도그앤캣,[개] 믹스견,흰색,2022(년생),2.2(Kg),제주-제주-2022-02795,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908969.jpg,보호중,M,N,개체관리번호 2459 - 1개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도,제주동물보호센터,064-710-4065,
448547202200533,http://www.animal.go.kr/files/shelter/2022/07/202208021308968_s.jpg,8/1/2022,가조면 기리5길 175-12,[고양이] 한국 고양이,"검정, 흰색",2020(년생),3.6(Kg),경남-거창-2022-00235,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021308968.jpg,보호중,F,N,동복 5두의 어미 고양이,거창유기동물보호센터,055-945-6500,경상남도 거창군 남상면 수남로 1934-12,경상남도 거창군,거창군,055-940-8140,
448547202200532,http://www.animal.go.kr/files/shelter/2022/07/202208021308266_s.jpg,8/1/2022,가조면 기리5길 175-12,[고양이] 한국 고양이,"갈색, 검정, 흰색",2022(년생),0.7(Kg),경남-거창-2022-00234,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021308266.jpg,보호중,F,N,동복 5두 함께 입소,거창유기동물보호센터,055-945-6500,경상남도 거창군 남상면 수남로 1934-12,경상남도 거창군,거창군,055-940-8140,
448547202200531,http://www.animal.go.kr/files/shelter/2022/07/202208021308825_s.jpg,8/1/2022,가조면 기리5길 175-12,[고양이] 한국 고양이,"갈색, 검정, 흰색",2022(년생),0.7(Kg),경남-거창-2022-00233,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021308825.jpg,종료(입양),M,N,동복 5두 함께 입소,거창유기동물보호센터,055-945-6500,경상남도 거창군 남상면 수남로 1934-12,경상남도 거창군,거창군,055-940-8140,
448547202200530,http://www.animal.go.kr/files/shelter/2022/07/202208021308456_s.jpg,8/1/2022,가조면 기리5길 175-12,[고양이] 한국 고양이,"검정, 흰색",2022(년생),0.7(Kg),경남-거창-2022-00232,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021308456.jpg,보호중,F,N,동복 5두 함께 입소,거창유기동물보호센터,055-945-6500,경상남도 거창군 남상면 수남로 1934-12,경상남도 거창군,거창군,055-940-8140,
448547202200529,http://www.animal.go.kr/files/shelter/2022/07/202208021308634[1]_s.jpg,8/1/2022,가조면 기리5길 175-12,[고양이] 한국 고양이,검정,2022(년생),0.6(Kg),경남-거창-2022-00231,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021308634[1].jpg,보호중,F,N,동복 5두 함께 입소,거창유기동물보호센터,055-945-6500,경상남도 거창군 남상면 수남로 1934-12,경상남도 거창군,거창군,055-940-8140,
448547202200528,http://www.animal.go.kr/files/shelter/2022/07/202208021308483_s.jpg,8/1/2022,가조면 기리5길 175-12,[고양이] 한국 고양이,"검정, 갈색, 흰색",2022(년생),0.6(Kg),경남-거창-2022-00230,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021308483.jpg,보호중,F,N,동복 5두 함께 입소,거창유기동물보호센터,055-945-6500,경상남도 거창군 남상면 수남로 1934-12,경상남도 거창군,거창군,055-940-8140,
448544202200249,http://www.animal.go.kr/files/shelter/2022/07/202208011508372[1]_s.jpg,8/1/2022,경상남도 하동군 옥종면 구시장길 14-21,[개] 믹스견,검정색,2022(년생),4.8(Kg),경남-하동-2022-00184,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208011508372[1].jpg,종료(입양),F,N,순함,하동군유기동물보호소,055-880-2677,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,경상남도 하동군,하동군,055-880-2677,
448544202200248,http://www.animal.go.kr/files/shelter/2022/07/202208011508688_s.jpg,8/1/2022,경상남도 하동군 진교면 고이길 124,[개] 믹스견,흰색,2018(년생),8.3(Kg),경남-하동-2022-00183,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208011508688.jpg,보호중,F,N,사람을피함,하동군유기동물보호소,055-880-2677,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,경상남도 하동군,하동군,055-880-2677,
448537202200936,http://www.animal.go.kr/files/shelter/2022/07/202208021508369_s.jpg,8/1/2022,장평한마음어린이집앞,[고양이] 한국 고양이,"흰색,갈색",2022(년생),0.4(Kg),경남-거제-2022-00782,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508369.jpg,종료(자연사),Q,N,구더기,거제시유기동물보호소,055-639-6368,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장) 거제시유기동물보호소",경상남도 거제시,김부근,055-639-6366,
448537202200935,http://www.animal.go.kr/files/shelter/2022/07/202208021508789_s.jpg,8/1/2022,장평한마음어린이집앞,[고양이] 한국 고양이,"갈색,흰색",2022(년생),0.4(Kg),경남-거제-2022-00783,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508789.jpg,보호중,Q,N,구더기,거제시유기동물보호소,055-639-6368,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장) 거제시유기동물보호소",경상남도 거제시,김부근,055-639-6366,
448537202200934,http://www.animal.go.kr/files/shelter/2022/07/202208021508570_s.jpg,8/1/2022,장평한마음어린이집앞,[고양이] 한국 고양이,"검정,갈색,흰색",2022(년생),0.4(Kg),경남-거제-2022-00784,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508570.jpg,보호중,Q,N,구더기,거제시유기동물보호소,055-639-6368,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장) 거제시유기동물보호소",경상남도 거제시,김부근,055-639-6366,
448537202200933,http://www.animal.go.kr/files/shelter/2022/07/202208021508254_s.jpg,8/1/2022,장평한마음어린이집앞,[고양이] 한국 고양이,"검정,갈색",2022(년생),0.4(Kg),경남-거제-2022-00781,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508254.jpg,보호중,Q,N,구더기,거제시유기동물보호소,055-639-6368,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장) 거제시유기동물보호소",경상남도 거제시,김부근,055-639-6366,
448537202200927,http://www.animal.go.kr/files/shelter/2022/07/20220802080836_s.jpg,8/1/2022,장평한마음어린이집앞,[고양이] 한국 고양이,"검정,갈색,흰색",2022(년생),0.3(Kg),경남-거제-2022-00775,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/20220802080836.jpg,보호중,Q,N,"6마리중4마리죽음,구더기",거제시유기동물보호소,055-639-6368,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장) 거제시유기동물보호소",경상남도 거제시,김부근,055-639-6366,
448537202200926,http://www.animal.go.kr/files/shelter/2022/07/202208020808309_s.jpg,8/1/2022,장평한마음어린이집앞,[고양이] 한국 고양이,"검정,갈색,흰색",2022(년생),0.3(Kg),경남-거제-2022-00774,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020808309.jpg,종료(자연사),Q,N,6마리중4마리죽음.구더기,거제시유기동물보호소,055-639-6368,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장) 거제시유기동물보호소",경상남도 거제시,김부근,055-639-6366,
448537202200925,http://www.animal.go.kr/files/shelter/2022/07/202208020808878_s.jpg,8/1/2022,장평동75-7,[고양이] 한국 고양이,"검정,갈색,흰색",2022(년생),0.7(Kg),경남-거제-2022-00773,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020808878.jpg,종료(자연사),Q,N,상태안좋음,거제시유기동물보호소,055-639-6368,"경상남도 거제시 사등면 두동로1길 109 (사등면, 한국자원재생공사폐비닐적재장) 거제시유기동물보호소",경상남도 거제시,김부근,055-639-6366,
448535202201059,http://www.animal.go.kr/files/shelter/2022/07/202208021008283_s.jpg,8/1/2022,생림면 안양로 274번길 388-23,[고양이] 한국 고양이,"흰색, 회색",2018(년생),2.5(Kg),경남-김해-2022-00942,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021008283.jpeg,종료(자연사),M,U,"2-305, 뒷다리부상의심, 움직임이 불편함, 경계심이 심함",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,
448535202201058,http://www.animal.go.kr/files/shelter/2022/07/202208021008625_s[1].jpg,8/1/2022,주촌면 골든루트로 129번길 169-1,[개] 푸들,갈색,2015(년생),5.5(Kg),경남-김해-2022-00941,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021008625.jpeg,종료(입양),M,U,"1-622, 온순하고 사람을 잘 따름, 미용이 되어 있음, 짧은 꼬리",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,
448535202201057,http://www.animal.go.kr/files/shelter/2022/07/20220802100844_s.jpg,8/1/2022,진영읍 진산대로 153,[개] 믹스견,"흰색, 황색",2019(년생),7(Kg),경남-김해-2022-00940,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/20220802100844.jpeg,종료(반환),M,U,"1-621, 온순함, 말린꼬리, 황색귀, 짧은 다리를 가짐",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동),경상남도 김해시,김해시,055-350-4133,
448533202200489,http://www.animal.go.kr/files/shelter/2022/07/202208021108792_s.jpg,8/1/2022,성동 조선소,[고양이] 믹스묘,"갈색, 흰색, 검정색",2022(년생),0.21(Kg),경남-통영-2022-00291,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021108792.jpg,보호중,Q,N,생후 1개월 추정(2022.08.01기준),통영시동물보호센터,055-650-6253,경상남도 통영시 광도면 전두1길 9-8,경상남도 통영시,최민정,055-650-6254,
448533202200488,http://www.animal.go.kr/files/shelter/2022/07/202208021108972_s.jpg,8/1/2022,성동 조선소,[고양이] 믹스묘,"검정색, 흰색",2022(년생),0.24(Kg),경남-통영-2022-00290,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021108972.jpg,보호중,Q,N,생후 1개월 추정(2022.08.01기준),통영시동물보호센터,055-650-6253,경상남도 통영시 광도면 전두1길 9-8,경상남도 통영시,최민정,055-650-6254,
448533202200487,http://www.animal.go.kr/files/shelter/2022/07/202208021008438_s.jpg,8/1/2022,성동조선소,[고양이] 믹스묘,"갈색, 흰색, 검정색",2022(년생),0.18(Kg),경남-통영-2022-00289,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021008438.jpg,보호중,Q,N,생후 1개월 추정(2022.08.01기준),통영시동물보호센터,055-650-6253,경상남도 통영시 광도면 전두1길 9-8,경상남도 통영시,최민정,055-650-6254,
447519202200145,http://www.animal.go.kr/files/shelter/2022/07/202208021908183_s.jpg,8/1/2022,청도소방서,[개] 믹스견,흰색,2021(년생),9(Kg),경북-청도-2022-00145,8/2/2022,8/10/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021908183.jpg,종료(반환),F,U,"소방서 구조, 사람잘따름",청도군동물보호소,054-370-6558,경상북도 청도군 화양읍 청화3길 10 청도군 농업기술센터,경상북도 청도군,청도군,054-370-6558,
447512202200484,http://www.animal.go.kr/files/shelter/2022/07/202208011408317_s.jpg,8/1/2022,문경소방서,[개] 믹스견,"갈색,흰색",2020(년생),22(Kg),경북-문경-2022-00275,8/2/2022,8/9/2022,http://www.animal.go.kr/files/shelter/2022/07/202208011408317.jpg,종료(입양),M,N,명랑활발함,종합가축병원,054-552-2233,경상북도 문경시 중앙로 170 (흥덕동) 종합가축병원,경상북도 문경시,문경시 유통축산과,054-550-6282,
447510202200303,http://www.animal.go.kr/files/shelter/2022/07/202208020908352_s.jpg,8/1/2022,청통면 보성공단길 14(대금지오웰),[개] 믹스견,"흰색, 연한 갈색",2012(년생),5(Kg),경북-영천-2022-00225,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908352.jpg,보호중,F,U,"말티즈 믹스, 안면부 연한 갈색",영천유기동물보호센터,054-339-7177,"경상북도 영천시 천문로 622-13 (오미동, 영천시농업기술센터)",경상북도 영천시,정재성,054-339-7177,
447507202200104,http://www.animal.go.kr/files/shelter/2022/07/202208020108940_s.jpg,8/1/2022,안동초등학교정문 도로건너 도미나피자부근,[개] 포메라니안,흰색,2019(년생),3(Kg),경북-안동-2022-00079,8/2/2022,8/22/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020108940.jpg,종료(반환),M,Y,"하네스착용,작은체형,순함",유기동물보호센터,010-7703-1999,경상북도 안동시 서후면 풍산태사로 3252-29 (서후면),경상북도 안동시,김준규,054-840-5484,
445479202200457,http://www.animal.go.kr/files/shelter/2022/07/202208020908331_s.jpg,8/1/2022,변산면 격포,[고양이] 한국 고양이,흰색,2022(년생),2(Kg),전북-부안-2022-00442,8/2/2022,8/17/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908331.jpg,보호중,F,N,눈이 밝은 파란색인 아기 고양이,부안군 동물보호센터,063-580-4499,전라북도 부안군 주산면 주산로 369 부안군 동물보호센터,전라북도 부안군,부안군,063-580-4499,
445479202200456,http://www.animal.go.kr/files/shelter/2022/07/202208020908946_s.jpg,8/1/2022,변산면 격포,[고양이] 한국 고양이,흰색,2022(년생),2(Kg),전북-부안-2022-00441,8/2/2022,8/17/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908946.jpg,보호중,M,N,"눈이 파란색이며 흰색 털을 가짐, 경계심이 살짝 있음",부안군 동물보호센터,063-580-4499,전라북도 부안군 주산면 주산로 369 부안군 동물보호센터,전라북도 부안군,부안군,063-580-4499,
445479202200455,http://www.animal.go.kr/files/shelter/2022/07/202208020908374_s.jpg,8/1/2022,변산면 격포,[고양이] 한국 고양이,회갈색,2022(년생),3(Kg),전북-부안-2022-00440,8/2/2022,8/17/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908374.jpg,보호중,F,N,코에 상처가 있고 몸집이 작음,부안군 동물보호센터,063-580-4499,전라북도 부안군 주산면 주산로 369 부안군 동물보호센터,전라북도 부안군,부안군,063-580-4499,
443448202200178,http://www.animal.go.kr/files/shelter/2022/07/202208021708881_s.jpg,8/1/2022,대강초등학교,[개] 푸들,아이보리,2019(년생),5.20(Kg),충북-단양-2022-00178,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021708881.jpg,보호중,M,U,미용 흔적 있음.,단양군유기동물보호소,043-420-2746,충청북도 단양군 매포읍 우덕리 910번지,충청북도 단양군,단양군,043-420-2743,
443448202200177,http://www.animal.go.kr/files/shelter/2022/07/202208021708844_s.jpg,8/1/2022,대강초등학교,[개] 베들링턴 테리어,흰색,2017(년생),12.40(Kg),충북-단양-2022-00177,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021708844.jpg,보호중,M,N,털관리 미흡.,단양군유기동물보호소,043-420-2746,충청북도 단양군 매포읍 우덕리 910번지,충청북도 단양군,단양군,043-420-2743,
443448202200176,http://www.animal.go.kr/files/shelter/2022/07/202208021708662_s.jpg,8/1/2022,매포읍 하시리,[고양이] 한국 고양이,턱시도,2021(년생),3.80(Kg),충북-단양-2022-00176,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021708662.jpg,보호중,Q,N,"뒷다리 불편함, 교통사고 추정",단양군유기동물보호소,043-420-2746,충청북도 단양군 매포읍 우덕리 910번지,충청북도 단양군,단양군,043-420-2743,
443448202200175,http://www.animal.go.kr/files/shelter/2022/07/202208021708583_s.jpg,8/1/2022,매포읍 삼곡리,[고양이] 한국 고양이,치즈,2022(년생),0.45(Kg),충북-단양-2022-00175,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021708583.jpg,종료(자연사),Q,N,"어린 고양이, 영양부족",단양군유기동물보호소,043-420-2746,충청북도 단양군 매포읍 우덕리 910번지,충청북도 단양군,단양군,043-420-2743,
443446202200200,http://www.animal.go.kr/files/shelter/2022/07/202208011808603_s.jpg,8/1/2022,괴산군 칠성면 율지리 216,[개] 진도견,황색,2020(년생),20(Kg),충북-괴산-2022-00196,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208011808603.jpg,보호중,M,N,심상사상충 감염상태이며 타동물에 대한 공격성이 있음(닭),괴산증평동물보호센터,010-3169-1151,충청북도 증평군 도안면 입장길 239 (도안면),충청북도 괴산군,윤영서,043-830-3233,
442426202200320,http://www.animal.go.kr/files/shelter/2022/07/202208021308613_s.jpg,8/1/2022,우천면 법주리 357-1 현대중장비,[개] 믹스견,"연갈색, 검정",2018(년생),5.5(Kg),강원-횡성-2022-00187,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021308613.jpeg,보호중,F,N,-,횡성유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6,강원도 횡성군,횡성군,033-340-2395,
442423202200366,http://www.animal.go.kr/files/shelter/2022/07/202208021108898_s.jpg,8/1/2022,교동로33,[고양이] 한국 고양이,회/검,2019(년생),3.8(Kg),강원-속초-2022-00186,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021108898.jpeg,종료(자연사),F,N,"교통사고,탈진상태",속초시유기동물보호소,033-636-2519,강원도 속초시 하도문길 103 (대포동),강원도 속초시,최화진,033-639-2583,
442419202200629,http://www.animal.go.kr/files/shelter/2022/07/202208020908683[1]_s.jpg,8/1/2022,문막안전센터부근,[고양이] 한국 고양이,갈색,2022(년생),0.8(Kg),강원-원주-2022-00504,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908683[1].jpg,보호중,M,N,"몸은 체크무늬, 배부분만 흰색, 왼쪽눈주위 상처있음",원주유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6,강원도 원주시,원주시,033-737-4444,
442419202200628,http://www.animal.go.kr/files/shelter/2022/07/202208020908412_s.jpg,8/1/2022,청솔5차단지부근,[개] 푸들,갈색,2018(년생),5.2(Kg),강원-원주-2022-00503,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908412.jpg,종료(반환),M,N,양쪽귀속 염증이 심함,원주유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6,강원도 원주시,원주시,033-737-4444,
442419202200627,http://www.animal.go.kr/files/shelter/2022/07/202208020908464_s.jpg,8/1/2022,월운동경로당앞,[개] 보더 콜리,"흰,검정",2019(년생),11(Kg),강원-원주-2022-00502,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908464.jpg,보호중,F,N,"목뒤부분 검은원형무늬, 검은점박이",원주유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6,강원도 원주시,원주시,033-737-4444,
442419202200626,http://www.animal.go.kr/files/shelter/2022/07/20220802090822_s.jpg,8/1/2022,태장동 891-1,[고양이] 한국 고양이,"갈,검정",2022(년생),1.6(Kg),강원-원주-2022-00501,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/20220802090822.jpg,종료(자연사),M,N,"체크무늬 회,검정 목, 발끝부분 흰색",원주유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6,강원도 원주시,원주시,033-737-4444,
442419202200625,http://www.animal.go.kr/files/shelter/2022/07/20220802090842_s.jpg,8/1/2022,매지터널부근,[개] 보더 콜리,"흰,검정",2019(년생),25(Kg),강원-원주-2022-00500,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/20220802090842.jpg,종료(반환),M,N,"발부분 흰색 꼬리는 짖은 갈색,",원주유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6,강원도 원주시,원주시,033-737-4444,
